Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,ID,Name,Stars,Title,Date,Description
684,0.021,0.85,0.129,0.6946,0.006808877,0.068544969,0.924646139,684,mudbone,5,Overclocked to 5800,,Seems to run pretty cool using the Corsair H115i water cooler and overclocked to 5800 on the EVGA Z790 Dark Kingpin with G.Skill Trident 8000 memory. Only had it installed and overclocked for about a week now but I have not seen it reach 50c yet. I play a lot of COD MW2.
685,0.052,0.821,0.128,0.6124,0.126901969,0.417318314,0.455779642,685,Gibby,5,PERFORMANCE,,"Insane processor, I put this thing on an H770 plus motherboard. Blazing fast cpu, 24c,32t this thing eats everything i throw. Fortnite 1.2k fps at 1080p, minecraft 1.3kfps at 1080p just all around winner; future proof i expect to get a good 8-10 years or so out of this cpu"
686,0,0.776,0.224,0.8922,0.019106595,0.182908848,0.79798454,686,Xterminator,5,Just wow,,"I water cooled this chip just for longevity not for overclocking. My last computer was similar but had a i7 9800x which still runs great, but was 5 years old and time for an upgrade. Well worth the cost over AMD for gaming."
687,0,0.882,0.118,0.4588,0.016766269,0.342431873,0.640801907,687,Bin Ma,5,good cpu,,"Even 14900 is close at hand, 13900 is still powerful to  handle any task. The temperature is higher than itâs competitor 7950x3d but still can be controlled by any 360mm water cooler"
688,0,0.761,0.239,0.6239,0.009256615,0.102253109,0.88849026,688,Yishay Ben-Shimol,5,The Beast,,"It is an overall winner, there is nothing that you cannot do with it!"
689,0,0.868,0.132,0.9062,0.063795462,0.338511109,0.597693443,689,Jason C.,5,Upgraded from an 8th gen,,"These CPU's are throttled by temps & bottle necked by how good your CPU cooler is. Once 100 degrees is hit performance is throttled to maintain-but-not-exceed that temperature.  In heavy workloads that can happen almost immediately, so the more heat your cooler can dissipate the longer the CPU can sustain faster speeds.  A completely bottom-tier air-cooled noctua is sufficient to keep this CPU happy and you'd probably never know you're leaving some performance on the table.I upgraded from an 8th gen and the performance gain is huge."
690,0,0.782,0.218,0.7506,0.03016549,0.185488671,0.784345865,690,william preyer,5,Perfect for my gaming machine,,Great choice of you are going to not need on board video. Runs cool with my AIO and shreds anyulti tasking I have thrown at it.
691,0.023,0.828,0.149,0.8856,0.012544608,0.110889666,0.876565754,691,Amazon lover,5,Fast CPU is fast!,,"Got this when it was $574, best purchase ever.  I have it undervolted and underclocked and it's running at 5.2ghz on the P cores and 4.3ghz on the E cores at 220w with less than 1.2v under full load with air cooling and paired with G. Skill DDR5 7600mhz memory and an RTX 4090.Highly recommend this CPU, can't say that enough.  If you don't like the stock power config, you can easily change it to whatever you want and make it far more efficient."
692,0,0.501,0.499,0.6114,0.002173844,0.032015692,0.965810478,692,Lauren Nuckols,5,Quick delivery,,Delivered quick and worked perfect!
693,0.035,0.83,0.136,0.8326,0.0083288,0.121724077,0.869947135,693,Happy Server Buyer,5,works as well as a server CPU.,,Review of i9-13900K. Fast and Snappy and better performance than a Threadripper 3970 at a fraction of the price.Attention to heat is a must but it does not crash. Like a server it throttles back and completes the task.Replacing my 12900k with the 13900KF was a great move. I am using an Asus Z690 but have ordered a Supermicro Board with built in IPMI.  x13sae-f.  This CPU going to set the trend for quite a while.Roe56685.
694,0,0.784,0.216,0.91,0.01560592,0.191316321,0.793077707,694,Troy,5,More processing power than you'll ever know what to do with.,,"If paired with a good cooling system, an experienced overclocker will see amazing power. Currently stable at 6.1 GHz (2 cores) and 5.7 on remaining P-cores. E-cores are modestly overclocked to 4.5. Running a 360 AIO fitted to an open-air case being blasted by cool air from a large fan. Can never get hot enough to throttle."
695,0,0.771,0.229,0.6867,0.103612751,0.303620845,0.592766404,695,Ryan Peck,5,Very good,,A great processer for Blender and gaming. 24 cores is a bit overkill but i dont need to worry about bottlenecking any graphic cards
696,0.053,0.947,0,-0.2244,0.039588731,0.325406641,0.63500464,696,Fred H,5,Top of the line CPU and now I see why.,,I upgraded from an i9 9900k overclocked. These 13900K series CPUs do have a high temperature issue so water cooling and under volting is a must to avoid thermal throttling. But other than that the processor is fast!
697,0.232,0.539,0.228,-0.0258,0.510218322,0.38443774,0.105343938,697,Cyrus,5,No fan included,,"Great cpu, but this one has no fan and no gpu, you need to buy a separate gpu"
698,0,0.263,0.737,0.8553,0.003234973,0.020153103,0.976611912,698,Austin,5,So fast,,Love it- just super fast !
699,0,0.84,0.16,0.8225,0.011459043,0.08087603,0.907664895,699,Niclas Jones,5,Fastest CPU out there,,"While prices are kinda wonky, managed to get it on sale below msrp and very noticeable perform jumps from my old 11th gen i7. Super happy with it. Hardest part was finding a motherboard that can handle it while matching my pc look."
700,0,1,0,0,0.019344708,0.319918394,0.660736918,700,Aayan,5,BEAST,,What can I say its a beast. Went from Ryzen AMD 3600 to this beast
701,0.136,0.864,0,-0.296,0.16501233,0.62244755,0.212540105,701,J and A,5,It does the 1's and 0's thing good.,,"Thing runs HOT, get a water cooled something for it, I went Noctua air tower. no bueno."
702,0,1,0,0,0.075533614,0.748107791,0.176358625,702,Hsin Giftshop,5,Intel all the way,,will always choose intel
703,0,0.87,0.13,0.25,0.038812023,0.484327465,0.476860553,703,Lewis Lawrence,5,Unbelievable speed,,"Definitely makes a difference, but only if you have a system that matches what your GPU is putting out to prevent the CPU bottleneck."
704,0,0.795,0.205,0.2023,0.007833377,0.134716615,0.857449949,704,L33TF33T,5,50-70 c gaming,,It works the temps are fine for gaming
705,0,0.685,0.315,0.784,0.002436252,0.040373474,0.957190275,705,Anna C.,5,"Buy at MSRP, best cpu on the market",,"If you can find it at MSRP, it's easily the best cpu on the market. Upgrade now!"
706,0,0.303,0.697,0.3182,0.006673071,0.211744949,0.781581938,706,Jessica/Sweetie Bhosle,5,"5.0 out of 5 stars
Great performance",,Cool processor
707,0,0.814,0.186,0.8622,0.003966297,0.05213834,0.9438954,707,Nitin Gupta,5,"5.0 out of 5 stars
It's a beast nothing much to say",,This processor is all-rounder for every tasks you do on PC from small to CPU intensive applications. If you are looking for vast performance with heavy production tasks this is very nice to have. Best to use with Motherboard DDR5 and PCI-E 5.0 supported motherboards.
708,0,0,1,0.4404,0.016409382,0.328499764,0.655090809,708,Gurjant Singh,5,"5.0 out of 5 stars
Great product",,Thanks 
709,0.03,0.712,0.258,0.9244,0.001347575,0.014519458,0.984133005,709,Adnan,5,"5.0 out of 5 stars
New Generation with Next Gen Power with 24 Cores and 32 Threads",,"The Intel Core i9 13900K is an absolute powerhouse! Its blazing speeds and unrivaled performance have transformed my computing experience. Multitasking is a breeze, and demanding applications run seamlessly. The advanced technology and impressive efficiency make it a must-have for any tech enthusiast. Truly a 5-star gem!I recommend this CPU for 8K gaming and stream."
710,0,0.619,0.381,0.7506,0.01970147,0.156323448,0.823975086,710,Sameer Sharma,5,"5.0 out of 5 stars
Nice processor",,Nice processorGood performanceGood over clockingNice performanceTakes loadsGetting god fps in all games like gta5 etc
711,0,0,1,0.4404,0.057428434,0.279546738,0.663024843,711,Leonard,5,good,,good
712,0,0.328,0.672,0.6249,0.0044348,0.045118362,0.950446904,712,El JJ,5,IncreÃ­ble desempeÃ±o,,great product indeed
713,0,0,1,0.5719,0.083121598,0.383298278,0.533580124,713,Mlepage,5,A MONSTER,,perfect
714,0,0.357,0.643,0.2023,0.066806667,0.447559774,0.485633582,714,JosÃ© M.,5,"MaquinÃ³n, que rendimiento.",,top notch
715,0,0.385,0.615,0.4927,0.010029541,0.074518852,0.915451586,715,philip,5,nice cpu,,very good cpu.
716,0.013,0.771,0.216,0.9915,0.001686739,0.013099023,0.985214293,716,j,5,Great product,,"I love it, works great. I paired this with 128GB using G.SKILL Ripjaws S5 Series (Intel XMP 3.0) DDR5 RAM 64GB (2x32GB) 5600MT/s CL28-34-34-89 1.35V Desktop Computer Memory UDIMM - Matte Black (F5-5600J2834F32GX2-RS5K), this is the fasted 5600 MT/s DDR5 I could find on Amazon at the time of purchase and I specifically chose the 5600 MT/s because as it is advertised on Intel's website for the i9-13900k. It works really good, very very fast, and can ***multi task heavy software like they're nothing*** and with a push pull AIO it averages around 28*C and when I'm gaming it stays around 50-40*C with graphics maxed out. Much love and gratitude to Intel! This works great with gaming and also data science, which work is the main reason I bought this. I also used the Thermal Grizzly - KryoSheet (38x38x0,2mm) for this as well so I don't have to worry about paste drying up on my i9 <3 and lemmy tell you it fits PERFECTLY and pairs well with a CPU contact frame too, and after almost half a year I've yet to have any problems, only good results."
