Name,Stars,Title,Date,Description
Blaine Cooper,5,Pretty fast processor!,N/A,"I�m running a 360 AIO, under volted. Idle temp 25°C Underload it doesn’t get above 60c. Renders out projects really fast."
Nabil,5,Worth it,N/A,"This processor is a beast especially paired with gtx 4090 graphics card. I can edit videos and play games both at 4K settings together no problem and it doesn’t generate that much heat either. I previously had a 2080ti paired with 6900k and was very happy with it until everyone was transitioning to 4K so sadly I had to retire my old build. Just a heads up to anyone who plans to pair 13900k with 4090, don’t be a smartass and try to put it in small case, you will regret it later. I personally recommend big case with high airflow like fractal design torrent mid size atx but if you don’t want to spend too much money on graphics card and happy with getting something like 4060 then you can get the nano version of fractal torrent. Good luck gamers and editors. Just remember if gaming is the only thing you do then no point spending this much just go a step down on processor. AMD processors are better if gaming is the only thing you do."
guydodge,5,A Beast,N/A,this is a beast of a CPU this thing destroys anything you can throw at it.can download surf the netwhile gaming and it doesnt bat a eye.and she runs much cooler than the tubers are showingturn your volts to 1.37v and done. Amazing power !!!
Aerie,5,Indescribably good,N/A,"Its so good, and that makes sense since its top of the line right now (imagine that.) Going from my 9900k to this was like a spiritual enlightening but ALSO I must add this is totally unnecessary unless youll be working with heavy loads, unreal engine, 4k video editing and streaming, 4k gaming, or anything that requires overclocking.Buying this bad boy will future proof your computer for now, BUT there are very few people who NEED this kind of cpu. If you’re shopping for your build right now and considering this, if it’s in the budget and you want something that’ll handle literally whatever you want then yes, this is great. But just remember, whatever you want might not be as intense as this thing accounts for.Now that I’ve warned you about not needing this; let me just say how happy I am that I got it. I do a lot of 4k editing and streaming and there is no issue, runs smoothly and efficiently (does get hot though) if you’ve got a good cooler on this then you’ll be good to go for a long time."
Slipsyde,5,Was rocking team red until now,N/A,Love this cpu super fast only complant is the imc of my chip sucks cant get over 7000mhz stable but thats fine i swapped my 7200mhz 32gb kit out for 64gb 6400mh z kit and tightend the timing great gaming cpu fast at all tasks ill probably stay with intel for now unless amds cpus get an equivalent transcode to intels integrated graphics
Pierre Aubert Espenan,5,Over clock at your risk,N/A,"I bought two of these from Amazon after one from another vendor failed to POST.  Both worked the first time.  Do you need 24 cores for games?  Most games use 4 or 6 cores max, so probably not.  Video editing can benefit from the extra cores.  Intel supports XMP (extreme memory profile) and this processor is unlocked (it can be overclocked).  Overclocking increases the power consumption and heat; therefore, one needs a robust cooling solution.  Overclocking can void your warranty which is strange since Intel allows and even promotes overclocking with the Intel Extreme Tuning Utility.  I have the NZXT Kraken x 73 RGB liquid cooler.  With the NZXT CAM software you can see the CPU (and GPU) temperatures and control the fan speeds, reducing the risk of damaging the processor.  While idling (at 5.5 GHz) the CPU temperature is 30 C.  Under a 50% load or overclocked the temperatures are below 60 C.  Pros: Good for video editing Cons: A bit pricey for a gaming computer.  Don't overclock without monitoring temperatures to keep below 60 C."
RTXGamer,5,Flagship 13th Gen CPU!,N/A,"As per benchmarks, this CPU performs way better than AMD 7950x3D. Although, you will just get 3-4 frames higher while gaming in AMD 7950x3D CPU but what's the point? Intel is still leading in single core score! Power consumption is almost same. Intel is Apple and AMD is Android. End of story!"
vamidus,5,Great CPU,N/A,"Installation is easy. It does run a little hot so you need a good cooler. I use a dedicated all-in-one water solution from corsair, and the package temp never exceeds 75."
JimWatl,5,good product,N/A,the delivery went well and arrived on time. the product conforms and meets my needs.
JULIO BENJAMIN DEZA CAVERO,5,recomendar al vendedor,N/A,EXCELENTE PRODUCT
Joaquin,5,"Excellent, beware it does not come with a FAN",N/A,"Excellent processor. It is a beast in gaming and in productivity, for the price I believe is unrivaled. Beware that you should separately buy a CPU Cooler because it does not come with one.Also beware that most Motherboards nowadays put no restraints to this processor in the BIOS, so they let it draw unlimited power and with that comes a very hot temperature limit. For example I'm using an 360mm AIO cooler and with the stock motherboard settings of my AORUS ELITE AX when running cinebench it reaches 100°C within 12 seconds of starting. Of course this temperature is only seen in stress tests and never during games (there, the max I've seen the CPU get is 67°C) but is something to be aware of.All in all happy with this beast"
Timothy,5,This thing is a beast!,N/A,"Probably more than what I need for gaming, maybe I should have gotten a 13700k instead to run a little cooler.  This gets HOT on my Dark Rock Pro 4.  I want to get a 360mm AIO to help cool this.  I ruined a motherboard trying to use a contact frame, afraid to use one again.  Contact frame went in the trash, so another motherboard would not.  Using the stock CPU holder/ loading mechanism."
Chris,5,The 2023 rolls royce of PC processors. Probably Not for you Though,N/A,"If it have the money to spare and want a processor that'll last you at least 5 years (and are a power user like I am) its a good choice. But most people say the advantages over the 13700k aren't worth it to most users.If you're just using the PC as a high-end gaming rig an i7-13700k is more than enough even with a 4090 GPU. This processor is designed to benefit more advanced users so I'd save the 150$ and get the cheaper 13700k. Also this processor is notoriously hot, so a beefy noctua air cooler or preferably a 280mm+ watercooler AIO is necessary (especially for overclocking)."
Sean Davenport,5,Best processor to date,N/A,Run smoothly and cool.  Great value
Mike Alering,5,Great CPU. Get the bigger cooler.,N/A,"If youre going with an AIO get a 360mm cooler. I tried using a 240mm and it just wasnt enough to cool the CPU during some Starfield. That out of the way, this thing is seriously impressive. Even with how un optimized some of these new games are, I have never seen anything use it beyond 80% other than some CPU specific tasks."
T,5,It Works,N/A,It works as intended. Needed the upgrade.
Happy Server Buyer,5,Out preforms the threadripper 3970x over twice the price.,N/A,"i9-13900K or KF. Fast install onto a Supermicro Board x13SAE-f with server memory with IPMI for remote access or an Asus Board such as Z690-f with DDR5 where you can buy an IPMI attachment, and it throttles rather than crashes when it overheats. Or just for gaming and office use this CPU beats everything else to date.  Buy one now and if you have an i9-12900K or KF sell it. Pay attention to the necessary new BIOS install. Not one crash to date but occasional throttling down when stressed as CPU temperature gets too high occurs now and again but not very often and sure stronger Air Fan or water cool fix that if it bothers you. Same thing happens on my more than twice the price Thread Ripper 3970x and not a big deal. This a server class CPU."
